Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
celuflex-ar-serum-alta-potencia,Celuflex Ar Serum Alta Potencia,"CELUFLEX AR<br data-mce-fragment=""1"">Contextura<br data-mce-fragment=""1"">Serum Gel<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Ingredientes<br data-mce-fragment=""1"">Argireline, Vitamina E, Parsol MCX.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Tratamiento<br data-mce-fragment=""1"">Contiene Argireline, que con su uso tópico local provoca una relajación de los movimientos y contracciones involuntarias de los músculos faciales, aun cuando se descansa. Además suma las bondades cosméticas de la vitamina E en uso tópico como antioxidante y anti-radicales libres y todo apoyado con un filtro solar. Apto para párpados.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Utilización<br data-mce-fragment=""1"">Aplicar con la piel limpia 2 veces al día, colocar 1 gota en la extremidad de un dedo y masajear suavemente el área deseada. Apto para párpados. Utilizarlo durante 3 meses en su primera instancia.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Presentación<br data-mce-fragment=""1"">Frasco Gotero con estuche con 15ml.",mishinpi,,,"",true,Title,Default Title,,,,,8,0.0,shopify,4,deny,manual,3570.00,,true,true,"",https://cdn.shopify.com/s/files/1/0415/5392/0151/products/CELUFLEX-AR-2.jpg?v=1649127480,1,,false,,,,,,,,,,,,,,,,,kg,,,active
celuflex-dmae-estabilizador-de-la-membrana-celular,Celuflex Dmae Estabilizador De La Membrana Celular,"CELUFLEX® DMAE<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Función<br data-mce-fragment=""1"">Alta potencia.<br data-mce-fragment=""1"">Bioestabilizador de la membrana celular del rostro.<br data-mce-fragment=""1"">PSICOTROPICO.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Contextura<br data-mce-fragment=""1"">Serum Gel.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Ingredientes<br data-mce-fragment=""1"">Dimetilaminoetanol,Vitamina E, Parsol MCX.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Tratamiento<br data-mce-fragment=""1"">Es un Bioestabilizador de la membrana celular que protege a la piel de los Radicales Libres, ayudando a eliminar toxinas y siendo precursor de la Acetilcolina, elevando la cantidad de la misma, para mejorar el tono muscular de la zona tratada.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Utilización<br data-mce-fragment=""1"">Aplicar con la piel limpia 2 veces al día, colocar 1 gota en la extremidad de un dedo y masajear suavemente el área deseada. Apto para párpados. Utilizarlo durante 3 meses en su primera instancia.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Presentación<br data-mce-fragment=""1"">Frasco Gotero con estuche con 15ml",mishinpi,,,"",true,Title,Default Title,,,,,9,0.0,shopify,3,deny,manual,3570.00,,true,true,"",https://cdn.shopify.com/s/files/1/0415/5392/0151/products/CELUFLEX-DMAE-2.jpg?v=1649127273,1,,false,,,,,,,,,,,,,,,,,kg,,,active
kit-noche,Kit Noche,"",mishinpi,,,"",true,Title,Default Title,,,,,30-26-24,0.0,shopify,10,deny,manual,5600.00,8000.00,true,true,"",https://cdn.shopify.com/s/files/1/0415/5392/0151/products/Combos-04.png?v=1647477064,1,,false,,,,,,,,,,,,,,,,,kg,,,active
kit-dia,Kit Día,"",mishinpi,,,"",true,Title,Default Title,,,,,26-31,0.0,shopify,6,deny,manual,4240.00,6250.00,true,true,"",https://cdn.shopify.com/s/files/1/0415/5392/0151/products/KitDia.png?v=1647476871,1,,false,,,,,,,,,,,,,,,,,kg,,,active
crema-hidratante-corporal-supreme,CREMA HIDRATANTE CORPORAL SUPREME,"<p>HIDRATACIÓN CORPORAL</p>
<p>CREMA HIDRATANTE CORPORAL SUPREME</p>
<p>Urea + Karité</p>
<p>Hydra Nutriskin</p>
<p>Rosa de Jericó</p>
<p> </p>
<p>Fragancia fresca</p>
<p>Libre de parabenos</p>
<p> </p>
<p>PRESENTACIÓN</p>
<p>300g</p>
<p> </p>
<p>ACTIVOS</p>
<p>Lipomoist 2013 5%</p>
<p>Omega Max 5%</p>
<p>Rosa de Jericó 3%</p>
<p>Lactil 3%</p>
<p>Manteca de karité 2%</p>
<p>Urea 2%</p>
<p>Oligovita 1%</p>
<p>Hydra Skin 1%</p>
<p> </p>
<p>DESCRIPCIÓN</p>
<p>Una fórmula súper hidratante, de rápida absorción que no deja efecto graso, para una piel suave, hidratada y radiante durante todo el día. Contiene un blend de activos hidratantes y nutritivos, rico en omegas, micronutrientes esenciales y aminoácidos que reparan la función barrera de la piel, la mantiene hidratada y devuelve la elasticidad.</p>
<p>Se realizó un estudio en voluntarios de distintas edades y piel deshumectada, que evidenció un aumento del 29% de la humectación de la piel, manteniéndolo por 24 horas.</p>",mishinpi,,,"",true,Title,Default Title,,,,,10,0.0,shopify,2,deny,manual,4000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0415/5392/0151/products/Cremahidratante.png?v=1640368220,1,,false,,,,,,,,,,,,,,,,,kg,,,active
ultra-defense,Ultra Defense,"<p>ANTIAGE</p>
<p>Ultra Defense. Ácido Glicólico 10%</p>
<p> </p>
<p>CREMA NOCTURNA</p>
<p>Restauración celular</p>
<p>Acción exfoliante</p>
<p> </p>
<p>Ácido Glicólico:</p>
<p>Promueve la regeneración celular</p>
<p>Estimula la formación de colágeno y elastina</p>
<p>Disminuye manchas y unifica el color de la piel</p>
<p>Incrementa la hidratacion cutánea</p>
<p> </p>
<p>Extracto de boswellia serrata:</p>
<p>Tiene la capacidad de evitar el enrojecimiento y disminuir la irritación</p>
<p> </p>
<p>PRESENTACION</p>
<p>50g</p>
<p> </p>
<p>ACTIVOS</p>
<p>Glicólico 10%</p>
<p>Extracto de boswellia serrata 2,5%</p>
<p> </p>
<p>DESCRIPCIÓN</p>
<p>Crema antiage nocturna con 10% de ácido glicólico para promover la regeneración celular y combatir los signos de envejecimiento.</p>
<p>No provoca irritación. Brinda una piel lisa, flexible y luminosa.</p>",mishinpi,,,"",true,Title,Default Title,,,,,11,0.0,shopify,6,deny,manual,2700.00,,true,true,"",https://cdn.shopify.com/s/files/1/0415/5392/0151/products/UltraDefense.png?v=1640369088,1,,false,,,,,,,,,,,,,,,,,kg,,,active
copia-de-serum-xpressiones,Serum Redensity. COLÁGENO,"<p>Serum Redemsity. COLÁGENO</p>
<p>Remodelador </p>
<p>Redensificante </p>
<p>Reafirmante</p>
<p>Previene la aparición de arrugas y flacidéz</p>
<p>Estimulan la producción de colágeno y la renovación celular.</p>
<p> </p>
<p>DE 2 A 3 MESES DE TRATAMIENTO</p>
<p>Pepti Age + Silicio:<br></p>
<p>Matrixyl 3000, Trulagen, Fragosine y Algisium C.</p>
<p> </p>
<p>Estomula la síntesis de cplágeno y elastina, controlan la dimensión de las fibras e inhiben su degradación.</p>
<p>Antioxidante</p>
<p>Disminuye arrugas y líneas de expresión</p>
<p>Piel más tensa y redinsificada</p>
<p>Efecto lifting</p>
<p> </p>
<p> </p>
<p>PRESENTACIÖN</p>
<p>15g</p>
<p> </p>
<p>ACTIVOS</p>
<p>Trylagen 5%</p>
<p>Matrixyl 3000 3%</p>
<p>Dragosine 0.1%</p>
<p>Algisium C 3%</p>
<p> </p>
<p>DESCRIPCIÓN</p>
<p> </p>
<p>Tratamiento concentrado de péptidos y Silicio para estimular, organizar y proteger las proteínas de la matriz celular.</p>
<p>Colágeno y elastina 360.</p>
<p>Reestructura, redensifica y redefine.</p>
<p> </p>",mishinpi,,,"",true,Title,Default Title,,,,,12,0.0,shopify,3,deny,manual,2400.00,,true,true,"",https://cdn.shopify.com/s/files/1/0415/5392/0151/products/SerumRedensity_jpg.png?v=1640368621,1,,false,,,,,,,,,,,,,,,,,kg,,,active
serum-xpressiones,Serum Xpressiones,"<p>Serum Xpression</p>
<p>Tratamiento concentrado para arrugas de expreión</p>
<p>Complemento al uso de toxina</p>
<p> </p>
<p>DE 2 A 3 MESES DE TRATAMIENTO</p>
<p>Argireline y Leuphasyl:</p>
<p>Péptidos contra las lineas de expresión.</p>
<p><br></p>
<p>Relajan los músculos responsables de la formación de las líneas de expresión.</p>
<p> </p>
<p>Los músculos permanecen en reposo, previniendo la formación de arrugas y líneas de expresión.</p>
<p> </p>
<p>PRESENTACIÖN</p>
<p>15g</p>
<p> </p>
<p>ACTIVOS</p>
<p>Argireline 5%</p>
<p>Leuphasyl 10%</p>
<p> </p>
<p>DESCRIPCIÓN</p>
<p>Tratamiento concentrado para arrugas de expresión. Una combinación de péptidos que relajan la contracción musculas que promueve la formación de las arrugas de expresión.</p>
<p>Complemento ideal para tratamiento de toxina.</p>",mishinpi,,,"",true,Title,Default Title,,,,,13,0.0,shopify,5,deny,manual,2400.00,,true,true,"",https://cdn.shopify.com/s/files/1/0415/5392/0151/products/SerumXpression.png?v=1640368987,1,,false,,,,,,,,,,,,,,,,,kg,,,active
kit-verano-spray,Kit Verano Spray,"<p>Kit para protección solar facial y corporal!</p>
<p>Muy fácil de utilizar y aplicar!</p>
<p>Protección +50</p>",mishinpi,,,"",true,Title,Default Title,,,,,16-15,0.0,shopify,10,deny,manual,3995.00,4700.00,true,false,"",https://cdn.shopify.com/s/files/1/0415/5392/0151/products/KitVeranospray.png?v=1647478774,1,,false,,,,,,,,,,,,,,,,,kg,,,active
kit-verano-crema,Kit Verano Crema,"<p>Ideal para cuidar tu piel en verano!</p>
<ul>
<li>Protección Facial +50</li>
<li>Protección Corporal +50</li>
</ul>",mishinpi,,,"",true,Title,Default Title,,,,,19-14,0.0,shopify,0,deny,manual,5100.00,6000.00,true,false,"",https://cdn.shopify.com/s/files/1/0415/5392/0151/products/Kitveranocrema.png?v=1647478742,1,,false,,,,,,,,,,,,,,,,,kg,,,active
kit-diario-proteccion,Kit Diario + Protección,"",mishinpi,,,"",true,Title,Default Title,,,,,30-26-31-19,0.0,shopify,10,deny,manual,7120.00,9850.00,true,false,"",https://cdn.shopify.com/s/files/1/0415/5392/0151/products/Rutinadia_proteccion.png?v=1647478467,1,,false,,,,,,,,,,,,,,,,,kg,,,active
kit-completo-diario,Kit Completo Diario,"<p>Limpieza + Hidratación + Maquillaje + Protección, es todo lo que tu piel necesita!!</p>
<ul>
<li>Limpieza con Agua Micelar</li>
<li>Hidratación: Serum Hyaluronic + Hydra Filler Light</li>
<li>Maquillaje + Protección baja: BB Cream</li>
<li>Protección alta: Protector Solar UVB + UVA</li>
</ul>",mishinpi,,,"",true,Title,Default Title,,,,,31-30-21-26-19,0.0,shopify,9,deny,manual,8850.00,12750.00,true,false,"",https://cdn.shopify.com/s/files/1/0415/5392/0151/products/Combos-03.png?v=1647478312,1,,false,,,,,,,,,,,,,,,,,kg,,,active
protector-solar-fps50-emulsion-corporal-1,Protector Solar FPS50+  Emulsion Corporal,"<p data-mce-fragment=""1"">PROTECCIÓN SOLAR</p>
<p data-mce-fragment=""1"">FPS 50+. Emulsión Corporal</p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1"">Protección muy ALTA</p>
<p data-mce-fragment=""1"">Piel estremadamente sensible a la quemadura solar</p>
<p data-mce-fragment=""1"">Hipoalergénico</p>
<p data-mce-fragment=""1"">Dermatológicamente testeado</p>
<p data-mce-fragment=""1"">Libre de Parabenos</p>
<p data-mce-fragment=""1"">Apto para uso en niños a partir de los 6 meses</p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1"">Aquaxyl:</p>
<p data-mce-fragment=""1"">Activo multifuncional hidratante y reestructrante de origen natural. Mejora y fortalece la piel aumentando las resercas hídricas de la dermis y limitando su pérdida.</p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1"">Sepicalm:</p>
<p data-mce-fragment=""1"">Actúa descongestionando la piel y disminuyendo las rojeces provocadas por los rayos UV.</p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1"">PRESENTACION </p>
<p data-mce-fragment=""1"">150g</p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1"">ACTIVOS</p>
<p data-mce-fragment=""1"">Filtros solares UVB/UVA</p>
<p data-mce-fragment=""1"">FPS 50+</p>
<p data-mce-fragment=""1"">Vitamina E</p>
<p data-mce-fragment=""1"">Aquaxyl</p>
<p data-mce-fragment=""1"">Sepicalm</p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1"">DESCRIPCIÓN</p>
<p data-mce-fragment=""1"">Protección solar corporal contra rayos UVB/UVA para todo tipo de piel.</p>
<p data-mce-fragment=""1"">Resistente al agua.</p>
<p data-mce-fragment=""1"">Textura ligera.</p>",mishinpi,,,"",true,Title,Default Title,,,,,14,0.0,shopify,2,deny,manual,3050.00,,true,false,"",https://cdn.shopify.com/s/files/1/0415/5392/0151/products/Protectorsolarcoporalcrema.png?v=1637724366,1,,false,,,,,,,,,,,,,,,,,kg,,,active
protector-solar-fps50-emulsion-corporal,Protector Solar FPS50+ Spray Corporal,"<p>PROTECCIÓN SOLAR, CORPORAL</p>
<p>Spray invisible FPS 50+. BOV</p>
<p> </p>
<p>Spray continuo</p>
<p>Protección muy ALTA</p>
<p><span>Resistente al agua.</span></p>
<p>Piel estremadamente sensible a la quemadura solar</p>
<p>Hipoalergénico</p>
<p>Dermatológicamente testeado</p>
<p> </p>
<p> </p>
<p>PRESENTACION </p>
<p>170ml</p>
<p> </p>
<p>ACTIVOS</p>
<p>Filtros solares UVB/UVA</p>
<p>FPS 50+</p>
<p> </p>
<p> </p>
<p>DESCRIPCIÓN</p>
<p>Protección solar corporal contra rayos UVB/UVA para todo tipo de piel.</p>
<p>Spray no graso.</p>
<p>Resistente al agua.</p>
<p>Efecto sun fresh.<br></p>",mishinpi,,,"",true,Title,Default Title,,,,,15,0.0,shopify,4,deny,manual,2700.00,,true,true,"",https://cdn.shopify.com/s/files/1/0415/5392/0151/products/Protectorsolarcoporalspray.png?v=1637723410,1,,false,,,,,,,,,,,,,,,,,kg,,,active
protector-solar-fps50-spray-facial,Protector Solar FPS50+ Spray Facial,"<p>PROTECCIÓN SOLAR</p>
<p>Spray Facial. Hidratante</p>
<p> </p>
<p>Protección muy ALTA</p>
<p>Piel estremadamente sensible a la quemadura solar</p>
<p>Resistente al agua</p>
<p>Hipoalergénico</p>
<p>Dermatológicamente testeado</p>
<p>Libre de Parabenos</p>
<p> </p>
<p>Aquaxyl:</p>
<p>Activo multifuncional hidratante y reestructrante de origen natural. Mejora y fortalece la piel aumentando las resercas hídricas de la dermis y limitando su pérdida.</p>
<p> </p>
<p>Sepicalm:</p>
<p>Actúa descongestionando la piel y disminuyendo las rojeces provocadas por los rayos UV.</p>
<p> </p>
<p>PRESENTACION </p>
<p>60g</p>
<p> </p>
<p>ACTIVOS</p>
<p>Filtros solares UVB/UVA</p>
<p>FPS 50+</p>
<p>Vitamina E</p>
<p>Aquaxyl</p>
<p>Sepicalm</p>
<p> </p>
<p>DESCRIPCIÓN</p>
<p>Protección solar en spray hidratante contra rayos UVB/UVA de uso diario.</p>
<p>Previene el envejecimiento prematuro de la piel y la aparición de manchas provocandas por el sol. Textura ultra fluida y de rápida absorción. Acción hidratante reforzada que protege las reservas hidrícas evitando la TEWL.</p>",mishinpi,,,"",true,Title,Default Title,,,,,16,0.0,shopify,5,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0415/5392/0151/products/Protectorsolarfacialspray.png?v=1637724140,1,,false,,,,,,,,,,,,,,,,,kg,,,active
protector-solar-facial-c-color-uvb-uva,Protector Solar FPS50+ Facial c/color,"<p data-mce-fragment=""1"">PROTECCIÓN SOLAR</p>
<p data-mce-fragment=""1"">Emulsión Facial. FPS 50+. CON COLOR</p>
<p data-mce-fragment=""1"">TOQUE SECO</p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1"">Protección muy ALTA</p>
<p data-mce-fragment=""1"">Piel extremadamente sensible a la quemadura solar</p>
<p data-mce-fragment=""1"">Hipoalergenico</p>
<p data-mce-fragment=""1"">Dermatologicamente testeado</p>
<p data-mce-fragment=""1"">Libre de parabenos</p>
<p data-mce-fragment=""1"">No graso</p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1"">PRESENTACION</p>
<p data-mce-fragment=""1"">50g</p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1"">ACTIVOS</p>
<p data-mce-fragment=""1"">Filtros solares UVB/UVA</p>
<p data-mce-fragment=""1"">FPS 50+</p>
<p data-mce-fragment=""1"">Vitamina E</p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1"">DESCRIPCIÓN</p>
<p data-mce-fragment=""1"">Protección solar diaria contra rayos UVB/UVA con color para todo tipo de piel. Previene el envejecimiento prematuro de la piel y la aparición de manchas provocadas por el sol.Textura ligera y de rápida absorcion.</p>",mishinpi,,,"",true,Title,Default Title,,,,,17,0.0,shopify,4,deny,manual,2100.00,,true,true,"",https://cdn.shopify.com/s/files/1/0415/5392/0151/products/Protectorsolarfacialconcolor.png?v=1637724348,1,,false,,,,,,,,,,,,,,,,,kg,,,active
kit-edad-de-oro,Kit Edad de Oro,"<p data-mce-fragment=""1"">La piel cambia con la edad y se vuelve más delicada.</p>
<p data-mce-fragment=""1"">La línea LA EDAD DE ORO, fue desarrollada especialmente para pieles muy maduras y secas que requieren de un cuidado específico con productos de<span data-mce-fragment=""1""> </span><strong data-mce-fragment=""1"">alto poder nutritivo e hidratante destinados a revitalizar la piel</strong>, trabajando los síntomas del envejecimiento.</p>",mishinpi,,,"",true,Title,Default Title,,,,,20-22,0.0,shopify,8,deny,manual,5400.00,6000.00,true,true,"",https://cdn.shopify.com/s/files/1/0415/5392/0151/products/ComboOro-03_1.png?v=1647478240,1,,false,,,,,,,,,,,,,,,,,kg,,,active
kit-unisex-noche,Kit Unisex Noche,"Este kit es ideal para pieles femeninas como masculinas de mediana edad, que quieran llevar a cabo una limpieza matutina.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Esta rutina contiene 2 pasos:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">1. Espuma de Limpieza: aplicar una pequeña cantidad de espuma sobre la palma de la mano, y distribuir con suaves masajes sobre el cutis. Luego, enjuagar con agua tibia. <br data-mce-fragment=""1""><br data-mce-fragment=""1"">2. Hidra Filler Light: aplicar pequeñas porciones en zona T (frente, nariz y barbilla) y luego distribuir sobre las demás zonas con pequeños masajes con la yemas de los dedos.",mishinpi,,,"",true,Title,Default Title,,,,,30-31,0.0,shopify,9,deny,manual,3780.00,4650.00,true,true,"",https://cdn.shopify.com/s/files/1/0415/5392/0151/products/2.png?v=1647478711,1,,false,,,,,,,,,,,,,,,,,kg,,,active
kit-unisex-dia,Kit Unisex Día,"Este kit es ideal para pieles femeninas como masculinas de mediana edad, que quieran llevar a cabo una limpieza matutina. <br data-mce-fragment=""1""><br data-mce-fragment=""1"">Esta rutina contiene 2 pasos:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">1. Espuma de Limpieza: aplicar una pequeña cantidad de espuma sobre la palma de la mano, y distribuir con suaves masajes sobre el cutis. Luego, enjuagar con agua tibia. <br data-mce-fragment=""1""><br data-mce-fragment=""1"">2. Serum Hyaluronic HA + B3 + B5: colocar unas gotas de serum sobre la yema de los dedos y luego distribuir sobre el cutis de forma suave y con golpes ligeros.",mishinpi,,,"",true,Title,Default Title,,,,,30-26,0.0,shopify,10,deny,manual,3870.00,4800.00,true,true,"",https://cdn.shopify.com/s/files/1/0415/5392/0151/products/1.png?v=1647478641,1,,false,,,,,,,,,,,,,,,,,kg,,,active
